time_s,revolutions,thrust_N_per_rho,torque_Nm_per_rho,omega_rad_s,Va_m_s,power_W_per_rho,useful_W_per_rho,efficiency
0.0441667,1.1041675,0.39345933,-0.021995301,157.07963,5,3.4550138,1.9672967,0.56940341227242
0.04425,1.10625,0.39374671,-0.022001946,157.07963,5,3.4560576,1.9687336,0.569647199870628
0.0443333,1.1083325,0.39360542,-0.022000833,157.07963,5,3.4558828,1.9680271,0.5694715941655412
0.0444167,1.1104175,0.39359416,-0.021996896,157.07963,5,3.4552643,1.9679708,0.5695572483155162
0.0445,1.1125,0.39336847,-0.021988021,157.07963,5,3.4538702,1.9668423,0.5694604115282754
0.0445833,1.1145825,0.39338481,-0.021985363,157.07963,5,3.4534527,1.9669241,0.5695529128664906
0.0446667,1.1166675,0.39355039,-0.021992725,157.07963,5,3.4546092,1.9677519,0.5696018910938093
0.04475,1.11875,0.39324474,-0.021979483,157.07963,5,3.4525292,1.9662237,0.5695024102706491
0.0448333,1.1208325,0.39276927,-0.021953978,157.07963,5,3.4485228,1.9638463,0.5694746576712242
0.0449167,1.1229175,0.3927755,-0.021947264,157.07963,5,3.4474682,1.9638775,0.5696579022122731
0.045,1.125,0.39275231,-0.021947841,157.07963,5,3.4475588,1.9637616,0.5696092999755248
0.0450833,1.1270825,0.39266692,-0.021943448,157.07963,5,3.4468687,1.9633346,0.5695994777577683
0.0451667,1.1291675,0.39219724,-0.021919869,157.07963,5,3.443165,1.9609862,0.5695301347951331
0.04525,1.13125,0.39214318,-0.021914809,157.07963,5,3.4423702,1.9607159,0.569583106662806
0.0453333,1.1333325,0.392168,-0.021915208,157.07963,5,3.4424327,1.96084,0.5696088045021923
0.0454167,1.1354175,0.3921102,-0.021911027,157.07963,5,3.4417761,1.960551,0.5696335129119849
0.0455,1.1375,0.3916289,-0.021887615,157.07963,5,3.4380985,1.9581445,0.5695428642139425
0.0455833,1.1395825,0.39134464,-0.02187358,157.07963,5,3.435894,1.9567232,0.569494643432225
0.0456667,1.1416675,0.39132915,-0.021870405,157.07963,5,3.4353951,1.9566457,0.5695547854232428
0.04575,1.14375,0.39113605,-0.021857378,157.07963,5,3.4333489,1.9556802,0.5696130249176136
0.0458333,1.1458325,0.39082459,-0.021838966,157.07963,5,3.4304568,1.954123,0.5696392831515864
0.0459167,1.1479175,0.39099955,-0.021844209,157.07963,5,3.4312804,1.9549977,0.5697575022936797
0.046,1.15,0.39091003,-0.021842846,157.07963,5,3.4310662,1.9545502,0.5696626234968053
0.0460833,1.1520825,0.39066423,-0.021829837,157.07963,5,3.4290228,1.9533212,0.5696436803705319
0.0461667,1.1541675,0.39036273,-0.021813893,157.07963,5,3.4265183,1.9518137,0.5696200800386408
0.04625,1.15625,0.39031272,-0.021811475,157.07963,5,3.4261385,1.9515636,0.5696102462458251
0.0463333,1.1583325,0.39017807,-0.021804452,157.07963,5,3.4250354,1.9508903,0.5695971390371221
0.0464167,1.1604175,0.38992288,-0.021791132,157.07963,5,3.4229429,1.9496144,0.5695725736324685
0.0465,1.1625,0.38976765,-0.021781014,157.07963,5,3.4213537,1.9488383,0.5696102763222248
0.0465833,1.1645825,0.38986624,-0.021784616,157.07963,5,3.4219194,1.9493312,0.5696601739345
0.0466667,1.1666675,0.38997374,-0.021788581,157.07963,5,3.4225424,1.9498687,0.5697135255874163
0.04675,1.16875,0.38974431,-0.021777119,157.07963,5,3.4207419,1.9487215,0.569678041110654
0.0468333,1.1708325,0.38950557,-0.021763394,157.07963,5,3.4185859,1.9475279,0.5696881466806377
0.0469167,1.1729175,0.38989055,-0.021777275,157.07963,5,3.4207663,1.9494528,0.5698877295378826
0.047,1.175,0.38968431,-0.021770192,157.07963,5,3.4196537,1.9484216,0.5697715906767862
0.0470833,1.1770825,0.3893781,-0.021753788,157.07963,5,3.4170771,1.9468905,0.5697531656455795
0.0471667,1.1791675,0.38925019,-0.021746638,157.07963,5,3.4159539,1.946251,0.5697532869928008
0.04725,1.18125,0.38945658,-0.021755501,157.07963,5,3.4173461,1.9472829,0.569823157076628
0.0473333,1.1833325,0.38955807,-0.021759878,157.07963,5,3.4180337,1.9477903,0.5698569818981075
0.0474167,1.1854175,0.38921995,-0.021744848,157.07963,5,3.4156728,1.9460998,0.5697559128977246
0.0475,1.1875,0.38945195,-0.021752655,157.07963,5,3.4168991,1.9472597,0.5698909167196121
0.0475833,1.1895825,0.3896934,-0.021763092,157.07963,5,3.4185386,1.948467,0.5699707508660609
0.0476667,1.1916675,0.38972048,-0.021763906,157.07963,5,3.4186663,1.9486024,0.5699890561341782
0.04775,1.19375,0.38946144,-0.021753175,157.07963,5,3.4169807,1.9473072,0.5698911942776897
0.0478333,1.1958325,0.38950634,-0.021753224,157.07963,5,3.4169884,1.9475317,0.5699556125554146
0.0479167,1.1979175,0.38980667,-0.021765684,157.07963,5,3.4189457,1.9490334,0.5700685313529688
0.048,1.2,0.3901113,-0.021778013,157.07963,5,3.4208823,1.9505565,0.5701910533573873
0.0480833,1.2020825,0.39029127,-0.021785116,157.07963,5,3.4219981,1.9514563,0.5702680975514509
0.0481667,1.2041675,0.3902706,-0.021782566,157.07963,5,3.4215975,1.951353,0.5703046665829448
0.04825,1.20625,0.39052308,-0.021792683,157.07963,5,3.4231866,1.9526154,0.570408687846941
0.0483333,1.2083325,0.39021742,-0.021791335,157.07963,5,3.4229749,1.9510871,0.5699974804306751
0.0484167,1.2104175,0.39041009,-0.021782196,157.07963,5,3.4215393,1.9520505,0.5705182106901243
0.0485,1.2125,0.38986432,-0.02176433,157.07963,5,3.418733,1.9493216,0.5701883153337854
0.0485833,1.2145825,0.39033845,-0.021790688,157.07963,5,3.4228732,1.9516922,0.5701912176283849
0.0486667,1.2166675,0.39074278,-0.021809565,157.07963,5,3.4258384,1.9537139,0.5702878134165235
0.04875,1.21875,0.39064641,-0.021806726,157.07963,5,3.4253924,1.9532321,0.5702213965591244
0.0488333,1.2208325,0.39063094,-0.021805567,157.07963,5,3.4252105,1.9531547,0.570229099175404
0.0489167,1.2229175,0.39061084,-0.02180732,157.07963,5,3.4254858,1.9530542,0.5701539437503382
0.049,1.225,0.39089517,-0.021821736,157.07963,5,3.4277502,1.9544759,0.570192027112313
0.0490833,1.2270825,0.3910437,-0.021829501,157.07963,5,3.42897,1.9552185,0.5702057736898457
0.0491667,1.2291675,0.39125117,-0.021838533,157.07963,5,3.4303888,1.9562559,0.5702723386178143
0.04925,1.23125,0.39152211,-0.021851065,157.07963,5,3.4323573,1.9576105,0.5703399607310135
0.0493333,1.2333325,0.39158625,-0.021857109,157.07963,5,3.4333067,1.9579312,0.5702756586938861
0.0494167,1.2354175,0.3916513,-0.021861815,157.07963,5,3.4340459,1.9582565,0.570247616143703
0.0495,1.2375,0.3913192,-0.021847372,157.07963,5,3.4317772,1.956596,0.5701407544056212
0.0495833,1.2395825,0.39157899,-0.021860677,157.07963,5,3.4338671,1.957895,0.57017202046791
0.0496667,1.2416675,0.39204064,-0.021884501,157.07963,5,3.4376094,1.9602032,0.5702227839748354
0.04975,1.24375,0.39223741,-0.021897232,157.07963,5,3.4396092,1.9611871,0.5701773007451214
0.0498333,1.2458325,0.39239936,-0.021905109,157.07963,5,3.4408464,1.9619968,0.5702076026176399
0.0499167,1.2479175,0.39277664,-0.021924518,157.07963,5,3.4438952,1.9638832,0.5702505661085177
0.05,1.25,0.39323468,-0.021950266,157.07963,5,3.4479398,1.9661734,0.570245876224812
0.0500833,1.2520825,0.39311752,-0.021946632,157.07963,5,3.4473689,1.9655876,0.5701703716245167
0.0501667,1.2541675,0.3930581,-0.021944547,157.07963,5,3.4470414,1.9652905,0.5701383534672835
0.05025,1.25625,0.39318702,-0.021952416,157.07963,5,3.4482774,1.9659351,0.5701209120303855
0.0503333,1.2583325,0.39358638,-0.021971219,157.07963,5,3.4512309,1.9679319,0.5702115937933547
0.0504167,1.2604175,0.39391315,-0.021986362,157.07963,5,3.4536096,1.9695657,0.5702919466136714
0.0505,1.2625,0.3942124,-0.021999692,157.07963,5,3.4557036,1.971062,0.5703793647941569
0.0505833,1.2645825,0.39447169,-0.02201597,157.07963,5,3.4582605,1.9723585,0.5703325316347063
0.0506667,1.2666675,0.39438567,-0.022012725,157.07963,5,3.4577507,1.9719284,0.570292227606553
0.05075,1.26875,0.39423685,-0.022004981,157.07963,5,3.4565343,1.9711842,0.5702776406319284
0.0508333,1.2708325,0.39460705,-0.022024254,157.07963,5,3.4595618,1.9730352,0.570313624998711
0.0509167,1.2729175,0.39493566,-0.022040496,157.07963,5,3.462113,1.9746783,0.5703679501431289
0.051,1.275,0.39527977,-0.022053759,157.07963,5,3.4641964,1.9763988,0.5705215808044675
0.0510833,1.2770825,0.39576494,-0.02207339,157.07963,5,3.46728,1.9788247,0.5707138468238581
0.0511667,1.2791675,0.39604166,-0.022084896,157.07963,5,3.4690874,1.9802083,0.5708153457735733
0.05125,1.28125,0.39593571,-0.022081756,157.07963,5,3.4685942,1.9796785,0.5707437791169377
0.0513333,1.2833325,0.39584135,-0.022080128,157.07963,5,3.4683384,1.9792067,0.5706498406698913
0.0514167,1.2854175,0.3958977,-0.022080933,157.07963,5,3.4684648,1.9794885,0.5707102696535322
0.0515,1.2875,0.39610691,-0.022089175,157.07963,5,3.4697594,1.9805346,0.5707988143294073
0.0515833,1.2895825,0.39630908,-0.022097241,157.07963,5,3.4710265,1.9815454,0.5708816654805228
0.0516667,1.2916675,0.39640422,-0.022102795,157.07963,5,3.4718989,1.9820211,0.5708752396669495
0.05175,1.29375,0.39641898,-0.022104561,157.07963,5,3.4721764,1.9820949,0.5708508779542475
0.0518333,1.2958325,0.39617443,-0.022097167,157.07963,5,3.4710149,1.9808722,0.5706896081193557
0.0519167,1.2979175,0.39612903,-0.022094538,157.07963,5,3.4706019,1.9806451,0.5706921192224723
0.052,1.3,0.39625041,-0.022100962,157.07963,5,3.471611,1.9812521,0.5707010586901204
0.0520833,1.3020825,0.39660464,-0.022115923,157.07963,5,3.4739611,1.9830232,0.5708248121462934
0.0521667,1.3041675,0.39640808,-0.022109647,157.07963,5,3.4729752,1.9820404,0.5707038835350026
0.05225,1.30625,0.39661465,-0.022119031,157.07963,5,3.4744492,1.9830733,0.5707590270609546
0.0523333,1.3083325,0.39666539,-0.022119778,157.07963,5,3.4745667,1.983327,0.5708127558352545
0.0524167,1.3104175,0.39622213,-0.022108588,157.07963,5,3.4728089,1.9811106,0.5704634822064916
0.0525,1.3125,0.39622137,-0.022107477,157.07963,5,3.4726343,1.9811069,0.570491066367263
0.0525833,1.3145825,0.39593596,-0.022096187,157.07963,5,3.470861,1.9796798,0.5703713829871018
0.0526667,1.3166675,0.39601129,-0.022098775,157.07963,5,3.4712675,1.9800564,0.5704130981108834
0.05275,1.31875,0.39598869,-0.022100463,157.07963,5,3.4715327,1.9799435,0.5703369795146709
0.0528333,1.3208325,0.39606834,-0.022107562,157.07963,5,3.4726478,1.9803417,0.5702685126039642
0.0529167,1.3229175,0.39599889,-0.022106759,157.07963,5,3.4725215,1.9799945,0.5701892608002525
0.053,1.325,0.39583785,-0.022103265,157.07963,5,3.4719727,1.9791892,0.5700474686626908
0.0530833,1.3270825,0.39562332,-0.02209187,157.07963,5,3.4701829,1.9781166,0.5700323853254423
0.0531667,1.3291675,0.3957496,-0.022097638,157.07963,5,3.4710888,1.978748,0.5700654963594594
0.05325,1.33125,0.39591257,-0.022105495,157.07963,5,3.4723231,1.9795628,0.5700975342403981
0.0533333,1.3333325,0.39599421,-0.022108664,157.07963,5,3.4728207,1.979971,0.5701333850245186
0.0534167,1.3354175,0.39579742,-0.022101839,157.07963,5,3.4717487,1.9789871,0.5700260126718435
0.0535,1.3375,0.3957043,-0.022095936,157.07963,5,3.4708216,1.9785215,0.5700441434952355
0.0535833,1.3395825,0.39574787,-0.022096537,157.07963,5,3.470916,1.9787393,0.5700913998889673
0.0536667,1.3416675,0.39554204,-0.022090201,157.07963,5,3.4699206,1.9777102,0.5699583391744519
0.05375,1.34375,0.39499975,-0.022067514,157.07963,5,3.466357,1.9749987,0.5697620648956185
0.0538333,1.3458325,0.39492206,-0.022058126,157.07963,5,3.4648824,1.9746103,0.5698924506564305
0.0539167,1.3479175,0.3952049,-0.022065891,157.07963,5,3.4661021,1.9760245,0.5700999067136112
0.054,1.35,0.39554475,-0.022080232,157.07963,5,3.4683548,1.9777238,0.5702195712164013
0.0540833,1.3520825,0.39544992,-0.022076138,157.07963,5,3.4677116,1.9772496,0.5701885962742882
0.0541667,1.3541675,0.39511191,-0.022060447,157.07963,5,3.4652469,1.9755595,0.57010642802853
0.05425,1.35625,0.39508018,-0.022058542,157.07963,5,3.4649476,1.9754009,0.5701098854189516
0.0543333,1.3583325,0.39513179,-0.022062163,157.07963,5,3.4655165,1.9756589,0.5700907546956975
0.0544167,1.3604175,0.39531362,-0.022070983,157.07963,5,3.4669018,1.9765681,0.5701252044045462
0.0545,1.3625,0.39441933,-0.022033873,157.07963,5,3.4610727,1.9720966,0.5697934666632756
0.0545833,1.3645825,0.39455167,-0.022037213,157.07963,5,3.4615973,1.9727584,0.5698982783786426
0.0546667,1.3666675,0.39475145,-0.022046339,157.07963,5,3.4630309,1.9737573,0.5699508170210222
0.05475,1.36875,0.39434366,-0.02203007,157.07963,5,3.4604753,1.9717183,0.5697825142557501
0.0548333,1.3708325,0.39378851,-0.022002268,157.07963,5,3.4561081,1.9689425,0.5696993458631755
0.0549167,1.3729175,0.3937545,-0.02199339,157.07963,5,3.4547136,1.9687725,0.5698800844684485
0.055,1.375,0.39347633,-0.021985132,157.07963,5,3.4534165,1.9673817,0.5696913915620402
0.0550833,1.3770825,0.39332135,-0.021979602,157.07963,5,3.4525478,1.9666067,0.5696102938655391
0.0551667,1.3791675,0.39278409,-0.021954255,157.07963,5,3.4485664,1.9639205,0.5694889577350154
0.05525,1.38125,0.39263864,-0.021945556,157.07963,5,3.4471999,1.9631932,0.5695037377844151
0.0553333,1.3833325,0.39262018,-0.021945184,157.07963,5,3.4471415,1.9631009,0.5694865973487236
0.0554167,1.3854175,0.39246664,-0.021938756,157.07963,5,3.4461318,1.9623332,0.5694306822062859
0.0555,1.3875,0.39185697,-0.021910036,157.07963,5,3.4416204,1.9592848,0.5692913904490138
0.0555833,1.3895825,0.39151284,-0.021894103,157.07963,5,3.4391176,1.9575642,0.5692053764808888
0.0556667,1.3916675,0.39147421,-0.021891051,157.07963,5,3.4386382,1.957371,0.569228545007761
0.05575,1.39375,0.39113137,-0.021872509,157.07963,5,3.4357257,1.9556568,0.5692121584879475
0.0558333,1.3958325,0.39083198,-0.021854973,157.07963,5,3.4329712,1.9541599,0.5692328334932912
0.0559167,1.3979175,0.39086208,-0.021856088,157.07963,5,3.4331462,1.9543104,0.56924764674307
0.056,1.4,0.39088822,-0.021857787,157.07963,5,3.4334132,1.9544411,0.5692414585373288
0.0560833,1.4020825,0.39049036,-0.021840292,157.07963,5,3.430665,1.9524518,0.5691175892735636
0.0561667,1.4041675,0.39013981,-0.021822811,157.07963,5,3.4279192,1.9506991,0.5690621539712325
0.05625,1.40625,0.38999075,-0.021816127,157.07963,5,3.4268692,1.9499538,0.5690190168971453
0.0563333,1.4083325,0.38980767,-0.021808422,157.07963,5,3.4256589,1.9490383,0.5689528316276886
0.0564167,1.4104175,0.38940993,-0.021790106,157.07963,5,3.4227819,1.9470497,0.5688500458474022
0.0565,1.4125,0.38925946,-0.021780525,157.07963,5,3.4212769,1.9462973,0.5688803873067532
0.0565833,1.4145825,0.38936979,-0.021784649,157.07963,5,3.4219247,1.946849,0.5689338916144887
0.0566667,1.4166675,0.38932622,-0.021783401,157.07963,5,3.4217286,1.9466311,0.5689028323802667
0.05675,1.41875,0.38901633,-0.021768598,157.07963,5,3.4194034,1.9450817,0.5688365607183902
0.0568333,1.4208325,0.38883235,-0.021757272,157.07963,5,3.4176243,1.9441617,0.5688635013559102
0.0569167,1.4229175,0.38902908,-0.021763824,157.07963,5,3.4186535,1.9451454,0.5689799778356278
0.057,1.425,0.38900537,-0.021762792,157.07963,5,3.4184914,1.9450269,0.5689722792046922
0.0570833,1.4270825,0.38854267,-0.021741951,157.07963,5,3.4152177,1.9427134,0.5688402772064276
0.0571667,1.4291675,0.38836301,-0.021732424,157.07963,5,3.4137212,1.941815,0.568826477720796
0.05725,1.43125,0.38846793,-0.021737292,157.07963,5,3.4144858,1.9423396,0.5688527422340516
0.0573333,1.4333325,0.38846914,-0.021737375,157.07963,5,3.4144989,1.9423457,0.5688523415057144
0.0574167,1.4354175,0.38814527,-0.021722894,157.07963,5,3.4122242,1.9407264,0.5687569829963373
0.0575,1.4375,0.38838688,-0.021731279,157.07963,5,3.4135414,1.9419344,0.5688914199599118
0.0575833,1.4395825,0.38854618,-0.021739269,157.07963,5,3.4147964,1.9427309,0.5689155851823774
0.0576667,1.4416675,0.3886112,-0.021742224,157.07963,5,3.4152606,1.943056,0.5689334442589977
0.05775,1.44375,0.3883065,-0.021728318,157.07963,5,3.4130761,1.9415325,0.5688512195786243
0.0578333,1.4458325,0.38829034,-0.021727092,157.07963,5,3.4128836,1.9414517,0.5688596284253543
0.0579167,1.4479175,0.38863081,-0.021741009,157.07963,5,3.4150698,1.943154,0.5689939490283497
0.058,1.45,0.38890654,-0.021752366,157.07963,5,3.4168536,1.9445327,0.5691003846508571
0.0580833,1.4520825,0.38900712,-0.021756638,157.07963,5,3.4175248,1.9450356,0.5691357754101386
0.0581667,1.4541675,0.38896476,-0.021753088,157.07963,5,3.416967,1.9448238,0.5691666854000164
0.05825,1.45625,0.38920884,-0.021762805,157.07963,5,3.4184934,1.9460442,0.569269544954594
0.0583333,1.4583325,0.3891552,-0.021763353,157.07963,5,3.4185795,1.945776,0.569176764144569
0.0584167,1.4604175,0.38878026,-0.021746922,157.07963,5,3.4159985,1.9439013,0.5690579998225721
0.0585,1.4625,0.38846338,-0.021730979,157.07963,5,3.4134942,1.9423169,0.5690113396543127
0.0585833,1.4645825,0.38905861,-0.02176133,157.07963,5,3.4182617,1.945293,0.5690883932961777
0.0586667,1.4666675,0.38938894,-0.02177809,157.07963,5,3.4208945,1.9469447,0.5691332296063637
0.05875,1.46875,0.38926297,-0.021774405,157.07963,5,3.4203155,1.9463148,0.5690454072508063
0.0588333,1.4708325,0.38919619,-0.021770809,157.07963,5,3.4197507,1.9459809,0.5690417462712035
0.0589167,1.4729175,0.38904868,-0.021769106,157.07963,5,3.4194832,1.9452434,0.5688705845321925
0.059,1.475,0.38950901,-0.021786799,157.07963,5,3.4222624,1.947545,0.5690811526093343
0.0590833,1.4770825,0.38958363,-0.021793383,157.07963,5,3.4232967,1.9479181,0.5690182122251753
0.0591667,1.4791675,0.38975438,-0.021801486,157.07963,5,3.4245693,1.9487719,0.5690560551937035
0.05925,1.48125,0.39001561,-0.021813419,157.07963,5,3.4264438,1.950078,0.5691259394873845
0.0593333,1.4833325,0.39012985,-0.021821325,157.07963,5,3.4276857,1.9506492,0.5690863762719388
0.0594167,1.4854175,0.39019917,-0.021826383,157.07963,5,3.4284802,1.9509959,0.5690556071729878
0.0595,1.4875,0.38988466,-0.021812642,157.07963,5,3.4263218,1.9494233,0.568955110979957
0.0595833,1.4895825,0.39006634,-0.021822999,157.07963,5,3.4279487,1.9503317,0.5689500881106561
0.0596667,1.4916675,0.39052467,-0.021846353,157.07963,5,3.4316172,1.9526234,0.5690096749295096
0.05975,1.49375,0.39071254,-0.021858925,157.07963,5,3.4335919,1.9535627,0.5689559939596857
0.0598333,1.4958325,0.39095077,-0.021869032,157.07963,5,3.4351796,1.9547539,0.5690397845468254
0.0599167,1.4979175,0.39129175,-0.021886875,157.07963,5,3.4379822,1.9564588,0.5690718093415583
0.06,1.5,0.39178407,-0.021913856,157.07963,5,3.4422204,1.9589204,0.5690862618428647
0.0600833,1.5020825,0.39156572,-0.021906744,157.07963,5,3.4411033,1.9578286,0.5689537470146888
0.0601667,1.5041675,0.39143661,-0.021902481,157.07963,5,3.4404336,1.9571831,0.5688768621432693
0.06025,1.50625,0.39160636,-0.021911472,157.07963,5,3.4418459,1.9580318,0.5688900185863789
0.0603333,1.5083325,0.39203124,-0.021931326,157.07963,5,3.4449647,1.9601562,0.5689916668039381
0.0604167,1.5104175,0.39253922,-0.021954865,157.07963,5,3.4486621,1.9626961,0.5691181336031189
0.0605,1.5125,0.3926376,-0.021956287,157.07963,5,3.4488856,1.963188,0.5692238759508246
0.0605833,1.5145825,0.39301661,-0.021979299,157.07963,5,3.4525003,1.965083,0.5691767900749822
0.0606667,1.5166675,0.3929296,-0.021976068,157.07963,5,3.4519927,1.964648,0.5691344620394013
0.06075,1.51875,0.3927976,-0.021969018,157.07963,5,3.4508854,1.963988,0.5691258335804853
0.0608333,1.5208325,0.39313672,-0.021987336,157.07963,5,3.4537627,1.9656836,0.5691426355359184
0.0609167,1.5229175,0.39348486,-0.022004422,157.07963,5,3.4564466,1.9674243,0.569204318336385
0.061,1.525,0.3938485,-0.02201864,157.07963,5,3.4586799,1.9692425,0.569362463007985
0.0610833,1.5270825,0.39434501,-0.022038855,157.07963,5,3.4618553,1.971725,0.5695573202420199
0.0611667,1.5291675,0.39471057,-0.022052746,157.07963,5,3.4640372,1.9735528,0.5697262187154645
0.06125,1.53125,0.39440605,-0.02204435,157.07963,5,3.4627184,1.9720303,0.5695035050148648
0.0613333,1.5333325,0.39441595,-0.022045835,157.07963,5,3.4629517,1.9720798,0.5694794307007767
0.0614167,1.5354175,0.39444695,-0.022045363,157.07963,5,3.4628775,1.9722348,0.5695363986098374
0.0615,1.5375,0.39467603,-0.022054417,157.07963,5,3.4642996,1.9733802,0.5696332183945118
0.0615833,1.5395825,0.39490285,-0.022063334,157.07963,5,3.4657004,1.9745142,0.5697302203814045
0.0616667,1.5416675,0.39502976,-0.022069638,157.07963,5,3.4666907,1.9751488,0.5697505153258905
0.06175,1.54375,0.39502538,-0.022070874,157.07963,5,3.4668848,1.9751269,0.5697122959122572
0.0618333,1.5458325,0.3947676,-0.02206328,157.07963,5,3.4656919,1.973838,0.5695364918409135
0.0619167,1.5479175,0.39474698,-0.022061689,157.07963,5,3.465442,1.9737349,0.5695478029898597
0.062,1.55,0.39487684,-0.022068232,157.07963,5,3.4664698,1.9743842,0.5695662608577831
0.0620833,1.5520825,0.39519616,-0.022082142,157.07963,5,3.4686548,1.9759808,0.5696677588461824
0.0621667,1.5541675,0.39513229,-0.022080622,157.07963,5,3.4684161,1.9756614,0.5696148928339122
0.06225,1.55625,0.39520855,-0.022085704,157.07963,5,3.4692143,1.9760427,0.5695937463467082
0.0623333,1.5583325,0.39517448,-0.022084027,157.07963,5,3.4689508,1.9758724,0.5695879061586908
0.0624167,1.5604175,0.39510793,-0.022083721,157.07963,5,3.4689028,1.9755397,0.5694998527976036
0.0625,1.5625,0.39490179,-0.022077075,157.07963,5,3.4678588,1.9745089,0.569374080913099
0.0625833,1.5645825,0.39465229,-0.022066849,157.07963,5,3.4662526,1.9732615,0.5692780330300974
0.0626667,1.5666675,0.39467115,-0.02206769,157.07963,5,3.4663847,1.9733557,0.5692835330120739
0.06275,1.56875,0.39467068,-0.022070082,157.07963,5,3.4667603,1.9733534,0.569221182588607
0.0628333,1.5708325,0.39484446,-0.022079362,157.07963,5,3.468218,1.9742223,0.5692324607239351
0.0629167,1.5729175,0.39475256,-0.02208001,157.07963,5,3.4683198,1.9737628,0.5690832795773325
0.063,1.575,0.39456707,-0.022073776,157.07963,5,3.4673406,1.9728353,0.5689765095644782
0.0630833,1.5770825,0.39446679,-0.02206885,157.07963,5,3.4665668,1.972334,0.5689588784161502
0.0631667,1.5791675,0.39444733,-0.022067464,157.07963,5,3.4663492,1.9722366,0.568966526974798
0.06325,1.58125,0.39461347,-0.022076327,157.07963,5,3.4677414,1.9730673,0.5689776476876253
0.0633333,1.5833325,0.39473728,-0.02207972,157.07963,5,3.4682744,1.9736864,0.5690687135237331
0.0634167,1.5854175,0.39454418,-0.022073619,157.07963,5,3.467316,1.9727209,0.568947524700412
0.0635,1.5875,0.39447135,-0.022068581,157.07963,5,3.4665245,1.9723568,0.568972397403826
0.0635833,1.5895825,0.39457412,-0.022071983,157.07963,5,3.467059,1.9728706,0.5690328823997692
0.0636667,1.5916675,0.39420379,-0.02206009,157.07963,5,3.4651908,1.971019,0.5688053124281397
0.06375,1.59375,0.39378361,-0.022037641,157.07963,5,3.4616646,1.9689181,0.5687778349478592
0.0638333,1.5958325,0.39388934,-0.022037182,157.07963,5,3.4615924,1.9694467,0.5689424081739453
0.0639167,1.5979175,0.39401311,-0.022041034,157.07963,5,3.4621976,1.9700655,0.5690216933579744
0.064,1.6,0.3943241,-0.022052671,157.07963,5,3.4640255,1.9716205,0.5691703071770065
0.0640833,1.6020825,0.394226,-0.022048802,157.07963,5,3.4634177,1.97113,0.5691285807492037
0.0641667,1.6041675,0.39384974,-0.022031485,157.07963,5,3.4606976,1.9692487,0.5690322963956963
0.06425,1.60625,0.39383287,-0.022030203,157.07963,5,3.4604962,1.9691643,0.5690410331302714
0.0643333,1.6083325,0.39388664,-0.022034057,157.07963,5,3.4611016,1.9694332,0.5690191742902292
0.0644167,1.6104175,0.39370814,-0.022027508,157.07963,5,3.4600729,1.9685407,0.5689304218523565
0.0645,1.6125,0.39345914,-0.022016749,157.07963,5,3.4583829,1.9672957,0.5688484262795975
0.0645833,1.6145825,0.39338226,-0.022011229,157.07963,5,3.4575157,1.9669113,0.5688799365543465
0.0646667,1.6166675,0.39352144,-0.022018323,157.07963,5,3.4586301,1.9676072,0.5688978356928727
0.06475,1.61875,0.39308075,-0.022000862,157.07963,5,3.4558873,1.9654037,0.5687117498846075
0.0648333,1.6208325,0.3925653,-0.021974568,157.07963,5,3.451757,1.9628265,0.5686456219476438
0.0649167,1.6229175,0.39244951,-0.021962986,157.07963,5,3.4499378,1.9622475,0.5687776536860223
0.065,1.625,0.39230215,-0.021957763,157.07963,5,3.4491174,1.9615108,0.5686993318226868
0.0650833,1.6270825,0.3921022,-0.021951128,157.07963,5,3.4480751,1.960511,0.5685813005364283
0.0651667,1.6291675,0.39157119,-0.021926085,157.07963,5,3.4441414,1.9578559,0.568459799814067
0.06525,1.63125,0.39139928,-0.021915949,157.07963,5,3.4425493,1.9569964,0.5684730334388038
0.0653333,1.6333325,0.39139847,-0.021916351,157.07963,5,3.4426123,1.9569924,0.5684614390411561
0.0654167,1.6354175,0.39123119,-0.021909645,157.07963,5,3.441559,1.9561559,0.5683923848095989
0.0655,1.6375,0.39062908,-0.021880916,157.07963,5,3.4370462,1.9531454,0.5682627726810892
0.0655833,1.6395825,0.39030352,-0.021865223,157.07963,5,3.4345812,1.9515176,0.5681966650508872
0.0656667,1.6416675,0.39025345,-0.021861681,157.07963,5,3.4340249,1.9512673,0.5682158224823325
0.06575,1.64375,0.38990649,-0.021842739,157.07963,5,3.4310495,1.9495325,0.5682029662551239
0.0658333,1.6458325,0.3896209,-0.021825582,157.07963,5,3.4283545,1.9481045,0.5682331065862379
0.0659167,1.6479175,0.3896598,-0.021826795,157.07963,5,3.428545,1.948299,0.5682582514307958
0.066,1.65,0.38967034,-0.021827332,157.07963,5,3.4286293,1.9483517,0.5682596471316784
0.0660833,1.6520825,0.38924869,-0.021809364,157.07963,5,3.4258069,1.9462434,0.5681124146410002
0.0661667,1.6541675,0.38892835,-0.02179257,157.07963,5,3.4231689,1.9446418,0.5680823278724096
0.06625,1.65625,0.38879941,-0.021786512,157.07963,5,3.4222173,1.9439971,0.5680519152082638
0.0663333,1.6583325,0.38861445,-0.02177865,157.07963,5,3.4209824,1.9430723,0.5679866347843687
0.0664167,1.6604175,0.38819985,-0.021759668,157.07963,5,3.4180007,1.9409992,0.5678756164699988
