time_s,revolutions,thrust,torque,torque_abs,eta0_shaft,eta_p_froude
0.00713143,0.38034293,3630.6256,-392.69913,392.69913,0.22071554,0.63543933
0.00714857,0.38125707,3630.1755,-392.56321,392.56321,0.22076459,0.63546038
0.00716571,0.3821712,3629.3214,-392.37911,392.37911,0.22081621,0.63550033
0.00718286,0.38308587,3628.3632,-392.1831,392.1831,0.22086824,0.63554515
0.0072,0.384,3627.3189,-391.97091,391.97091,0.2209242,0.63559402
0.00721714,0.38491413,3626.2557,-391.75404,391.75404,0.22098171,0.63564378
0.00723429,0.3858288,3625.0386,-391.52152,391.52152,0.22103874,0.63570076
0.00725143,0.38674293,3623.8998,-391.29553,391.29553,0.22109691,0.6357541
0.00726857,0.38765707,3623.0531,-391.10007,391.10007,0.22115573,0.63579376
0.00728571,0.3885712,3622.3134,-390.91663,390.91663,0.22121433,0.63582842
0.00730286,0.38948587,3621.5826,-390.734,390.734,0.22127308,0.63586267
0.00732,0.3904,3620.8979,-390.57236,390.57236,0.2213228,0.63589476
0.00733714,0.39131413,3620.1983,-390.41275,390.41275,0.22137051,0.63592756
0.00735429,0.3922288,3619.3759,-390.25309,390.25309,0.22141077,0.63596612
0.00737143,0.39314293,3618.4099,-390.08672,390.08672,0.22144608,0.63601142
0.00738857,0.39405707,3617.334,-389.9002,389.9002,0.22148613,0.6360619
0.00740571,0.3949712,3616.3632,-389.69712,389.69712,0.22154208,0.63610745
0.00742286,0.39588587,3615.4877,-389.49142,389.49142,0.22160543,0.63614854
0.00744,0.3968,3614.8473,-389.31876,389.31876,0.22166443,0.63617861
0.00745714,0.39771413,3614.8131,-389.20857,389.20857,0.22172509,0.63618021
0.00747429,0.3986288,3614.8259,-389.10816,389.10816,0.22178309,0.63617961
0.00749143,0.39954293,3614.6941,-388.98989,388.98989,0.22184243,0.6361858
0.00750857,0.40045707,3614.5166,-388.85505,388.85505,0.22190846,0.63619413
0.00752571,0.4013712,3614.5699,-388.73438,388.73438,0.22198062,0.63619163
0.00754286,0.40228587,3614.7526,-388.62443,388.62443,0.22205465,0.63618305
0.00756,0.4032,3615.0607,-388.52634,388.52634,0.22212964,0.63616859
0.00757714,0.40411413,3615.3502,-388.4254,388.4254,0.22220516,0.636155
0.00759429,0.4050288,3615.6456,-388.32649,388.32649,0.22227992,0.63614113
0.00761143,0.40594293,3615.7617,-388.20477,388.20477,0.22235676,0.63613568
0.00762857,0.40685707,3615.7523,-388.06982,388.06982,0.2224335,0.63613612
0.00764571,0.4077712,3615.6377,-387.93118,387.93118,0.22250594,0.6361415
0.00766286,0.40868587,3615.7234,-387.82293,387.82293,0.22257332,0.63613748
0.00768,0.4096,3616.2901,-387.74859,387.74859,0.22265088,0.63611088
0.00769714,0.41051413,3617.0335,-387.68716,387.68716,0.22273194,0.63607599
0.00771429,0.4114288,3617.8748,-387.63354,387.63354,0.22281457,0.63603652
0.00773143,0.41234293,3618.931,-387.58744,387.58744,0.22290612,0.63598698
0.00774857,0.41325707,3620.0191,-387.54458,387.54458,0.22299781,0.63593596
0.00776571,0.4141712,3620.9879,-387.49334,387.49334,0.22308698,0.63589054
0.00778286,0.41508587,3621.8376,-387.42585,387.42585,0.2231782,0.63585072
0.0078,0.416,3622.579,-387.3597,387.3597,0.223262,0.63581597
0.00781714,0.41691413,3623.298,-387.29417,387.29417,0.2233441,0.63578229
0.00783429,0.4178288,3623.9365,-387.21485,387.21485,0.22342922,0.63575238
0.00785143,0.41874293,3624.7158,-387.15233,387.15233,0.22351335,0.63571588
0.00786857,0.41965707,3625.7109,-387.11414,387.11414,0.22359678,0.63566928
0.00788571,0.4205712,3626.9099,-387.10548,387.10548,0.22367572,0.63561316
0.00790286,0.42148587,3628.1807,-387.11025,387.11025,0.22375133,0.63555369
0.00792,0.4224,3629.4651,-387.11552,387.11552,0.22382749,0.63549361
0.00793714,0.42331413,3630.869,-387.12311,387.12311,0.22390968,0.63542795
0.00795429,0.4242288,3632.2257,-387.11936,387.11936,0.22399552,0.63536453
0.00797143,0.42514293,3633.4399,-387.09746,387.09746,0.22408307,0.63530778
0.00798857,0.42605707,3634.3167,-387.05678,387.05678,0.22416071,0.63526682
0.00800571,0.4269712,3635.024,-387.01102,387.01102,0.22423084,0.63523378
0.00802286,0.42788587,3635.6749,-386.95859,386.95859,0.22430138,0.63520338
0.00804,0.4288,3636.2793,-386.8872,386.8872,0.22438006,0.63517516
0.00805714,0.42971413,3636.886,-386.80452,386.80452,0.22446547,0.63514683
0.00807429,0.4306288,3637.6153,-386.73606,386.73606,0.22455022,0.63511279
0.00809143,0.43154293,3638.3993,-386.67893,386.67893,0.2246318,0.6350762
0.00810857,0.43245707,3639.2556,-386.63971,386.63971,0.22470747,0.63503624
0.00812571,0.4333712,3640.2064,-386.62519,386.62519,0.22477461,0.63499189
0.00814286,0.43428587,3641.1537,-386.6059,386.6059,0.22484432,0.63494771
0.00816,0.4352,3642.2354,-386.60095,386.60095,0.224914,0.63489726
0.00817714,0.43611413,3643.2698,-386.57963,386.57963,0.22499028,0.63484905
0.00819429,0.4370288,3644.3301,-386.55752,386.55752,0.22506863,0.63479963
0.00821143,0.43794293,3645.3007,-386.53217,386.53217,0.22514334,0.63475441
0.00822857,0.43885707,3646.2066,-386.49038,386.49038,0.22522364,0.63471222
0.00824571,0.4397712,3647.0936,-386.43971,386.43971,0.22530797,0.63467091
0.00826286,0.44068587,3647.7688,-386.3591,386.3591,0.2253967,0.63463947
0.00828,0.4416,3648.2765,-386.25567,386.25567,0.22548843,0.63461584
0.00829714,0.44251413,3648.6286,-386.14915,386.14915,0.2255724,0.63459945
0.00831429,0.4434288,3649.1603,-386.08026,386.08026,0.22564553,0.6345747
0.00833143,0.44434293,3649.9148,-386.04649,386.04649,0.22571193,0.63453959
0.00834857,0.44525707,3650.9053,-386.0391,386.0391,0.2257775,0.63449351
0.00836571,0.4461712,3651.8915,-386.03502,386.03502,0.22584087,0.63444764
0.00838286,0.44708587,3652.921,-386.05945,386.05945,0.22589025,0.63439976
0.0084,0.448,3653.5257,-386.04255,386.04255,0.22593753,0.63437165
0.00841714,0.44891413,3654.0956,-386.03275,386.03275,0.22597852,0.63434516
0.00843429,0.4498288,3654.7269,-386.03377,386.03377,0.22601696,0.63431582
0.00845143,0.45074293,3655.5611,-386.04522,386.04522,0.22606184,0.63427705
0.00846857,0.45165707,3656.0763,-386.02138,386.02138,0.22610766,0.63425312
0.00848571,0.4525712,3656.2497,-385.94308,385.94308,0.22616426,0.63424506
0.00850286,0.45348587,3656.3998,-385.84307,385.84307,0.22623217,0.63423809
0.00852,0.4544,3656.5738,-385.75451,385.75451,0.22629487,0.63423001
0.00853714,0.45531413,3657.0316,-385.70139,385.70139,0.22635438,0.63420874
0.00855429,0.4562288,3657.384,-385.64505,385.64505,0.22640926,0.63419237
0.00857143,0.45714293,3657.5522,-385.57973,385.57973,0.22645803,0.63418457
0.00858857,0.45805707,3658.0219,-385.54142,385.54142,0.22650962,0.63416275
0.00860571,0.4589712,3658.6562,-385.52224,385.52224,0.22656017,0.6341333
0.00862286,0.45988587,3659.261,-385.50127,385.50127,0.22660994,0.63410523
0.00864,0.4608,3659.3104,-385.4283,385.4283,0.22665591,0.63410293
0.00865714,0.46171413,3658.3902,-385.25234,385.25234,0.2267024,0.63414565
0.00867429,0.4626288,3657.8139,-385.13457,385.13457,0.22673601,0.63417241
0.00869143,0.46354293,3657.8503,-385.08305,385.08305,0.2267686,0.63417072
0.00870857,0.46445707,3658.4972,-385.10098,385.10098,0.22679814,0.63414068
0.00872571,0.4653712,3659.4711,-385.15448,385.15448,0.22682701,0.63409547
0.00874286,0.46628587,3660.7979,-385.24722,385.24722,0.22685462,0.6340339
0.00876,0.4672,3662.1643,-385.34096,385.34096,0.22688409,0.6339705
0.00877714,0.46811413,3663.3135,-385.39065,385.39065,0.22692603,0.6339172
0.00879429,0.4690288,3664.276,-385.41032,385.41032,0.22697406,0.63387258
0.00881143,0.46994293,3664.604,-385.35512,385.35512,0.22702689,0.63385737
0.00882857,0.47085707,3664.7397,-385.28329,385.28329,0.22707762,0.63385108
0.00884571,0.4717712,3664.5355,-385.17657,385.17657,0.22712789,0.63386054
0.00886286,0.47268587,3664.1117,-385.04862,385.04862,0.22717709,0.63388019
0.00888,0.4736,3663.6902,-384.90516,384.90516,0.22723561,0.63389974
0.00889714,0.47451413,3663.2172,-384.75174,384.75174,0.22729688,0.63392167
0.00891429,0.4754288,3662.8099,-384.60727,384.60727,0.22735698,0.63394056
0.00893143,0.47634293,3662.4191,-384.46633,384.46633,0.22741605,0.63395868
0.00894857,0.47725707,3662.1287,-384.34062,384.34062,0.2274724,0.63397215
0.00896571,0.4781712,3661.8189,-384.21102,384.21102,0.22752988,0.63398652
0.00898286,0.47908587,3661.636,-384.10085,384.10085,0.22758377,0.63399501
0.009,0.48,3661.6461,-384.01018,384.01018,0.22763814,0.63399454
0.00901714,0.48091413,3661.4547,-383.9006,383.9006,0.22769121,0.63400342
0.00903429,0.4818288,3661.033,-383.77472,383.77472,0.22773966,0.63402299
0.00905143,0.48274293,3660.4299,-383.6215,383.6215,0.22779308,0.63405097
0.00906857,0.48365707,3659.7375,-383.45787,383.45787,0.22784718,0.63408311
0.00908571,0.4845712,3659.0799,-383.30757,383.30757,0.22789557,0.63411363
0.00910286,0.48548587,3658.4092,-383.16518,383.16518,0.22793847,0.63414477
0.00912,0.4864,3657.7633,-383.03951,383.03951,0.227973,0.63417476
0.00913714,0.48731413,3656.8642,-382.88646,382.88646,0.22800807,0.63421652
0.00915429,0.4882288,3656.0898,-382.73913,382.73913,0.22804753,0.63425249
0.00917143,0.48914293,3654.9919,-382.55664,382.55664,0.2280878,0.63430351
0.00918857,0.49005707,3653.7744,-382.35231,382.35231,0.22813368,0.63436009
0.00920571,0.4909712,3652.3385,-382.13342,382.13342,0.22817465,0.63442685
0.00922286,0.49188587,3650.7643,-381.8976,381.8976,0.22821713,0.63450007
0.00924,0.4928,3649.2878,-381.6814,381.6814,0.22825406,0.63456877
0.00925714,0.49371413,3647.9739,-381.48189,381.48189,0.22829121,0.63462993
0.00927429,0.4946288,3646.4793,-381.25756,381.25756,0.22833195,0.63469952
0.00929143,0.49554293,3644.8341,-381.02334,381.02334,0.22836923,0.63477615
0.00930857,0.49645707,3642.9367,-380.77231,380.77231,0.22840082,0.63486457
0.00932571,0.4973712,3641.2431,-380.54798,380.54798,0.22842921,0.63494353
0.00934286,0.49828587,3639.7955,-380.33638,380.33638,0.22846544,0.63501106
0.00936,0.4992,3638.3456,-380.1247,380.1247,0.2285016,0.63507871
0.00937714,0.50011413,3636.6916,-379.88852,379.88852,0.22853972,0.63515591
0.00939429,0.5010288,3635.0423,-379.65825,379.65825,0.22857463,0.63523293
0.00941143,0.50194293,3633.2136,-379.41107,379.41107,0.22860848,0.63531836
0.00942857,0.50285707,3631.2314,-379.15868,379.15868,0.22863584,0.63541101
0.00944571,0.5037712,3629.3587,-378.9163,378.9163,0.2286641,0.63549858
0.00946286,0.50468587,3627.4232,-378.67359,378.67359,0.22868864,0.63558913
0.00948,0.5056,3625.58,-378.44774,378.44774,0.22870885,0.63567541
0.00949714,0.50651413,3624.0087,-378.24942,378.24942,0.22872959,0.63574899
0.00951429,0.5074288,3622.5554,-378.06842,378.06842,0.22874733,0.63581708
0.00953143,0.50834293,3620.734,-377.86794,377.86794,0.22875361,0.63590244
0.00954857,0.50925707,3618.6782,-377.65568,377.65568,0.22875223,0.63599884
0.00956571,0.5101712,3616.6984,-377.44732,377.44732,0.22875328,0.63609172
0.00958286,0.51108587,3614.8554,-377.25047,377.25047,0.22875602,0.63617822
0.0096,0.512,3612.9721,-377.05221,377.05221,0.22875706,0.63626667
0.00961714,0.51291413,3610.9326,-376.84716,376.84716,0.22875233,0.63636248
0.00963429,0.5138288,3608.8601,-376.63021,376.63021,0.22875273,0.63645991
0.00965143,0.51474293,3606.8167,-376.4215,376.4215,0.22874997,0.63655602
0.00966857,0.51565707,3604.5451,-376.20298,376.20298,0.22873868,0.63666292
0.00968571,0.5165712,3602.0802,-375.97373,375.97373,0.22872164,0.63677898
0.00970286,0.51748587,3599.4241,-375.73058,375.73058,0.2287009,0.63690413
0.00972,0.5184,3596.6489,-375.48111,375.48111,0.2286764,0.63703499
0.00973714,0.51931413,3593.8695,-375.24794,375.24794,0.22864167,0.63716613
0.00975429,0.5202288,3591.1662,-375.02709,375.02709,0.22860423,0.63729377
0.00977143,0.52114293,3588.5511,-374.81388,374.81388,0.2285677,0.63741734
0.00978857,0.52205707,3585.8571,-374.58237,374.58237,0.22853727,0.63754472
0.00980571,0.5229712,3583.0428,-374.34374,374.34374,0.22850348,0.63767788
0.00982286,0.52388587,3580.1255,-374.09277,374.09277,0.2284706,0.63781601
0.00984,0.5248,3576.6331,-373.77508,373.77508,0.22844173,0.63798152
0.00985714,0.52571413,3572.7607,-373.41398,373.41398,0.22841506,0.63816521
0.00987429,0.5266288,3569.0671,-373.06676,373.06676,0.22839129,0.63834058
0.00989143,0.52754293,3565.4684,-372.73732,372.73732,0.22836267,0.63851161
0.00990857,0.52845707,3561.7828,-372.41687,372.41687,0.2283229,0.63868694
0.00992571,0.5293712,3558.032,-372.09126,372.09126,0.22828206,0.63886554
0.00994286,0.53028587,3554.3144,-371.76705,371.76705,0.22824241,0.63904273
0.00996,0.5312,3550.5653,-371.43991,371.43991,0.22820246,0.63922159
0.00997333,0.53191093,3660.4968,-382.164,382.164,0.22866603,0.63404787
0.00998667,0.5326224,3680.2175,-384.26814,384.26814,0.2286391,0.633135
0.01,0.53333333,3666.6478,-383.14084,383.14084,0.2284663,0.63376265
0.010016,0.53418667,3566.6431,-373.52019,373.52019,0.22795911,0.63845577
0.010032,0.53504,3527.1952,-369.69083,369.69083,0.22777298,0.64034048
0.010048,0.53589333,3516.0974,-368.59158,368.59158,0.22773348,0.64087419
0.010064,0.53674667,3518.0664,-368.76225,368.76225,0.22775555,0.64077938
0.01008,0.5376,3522.613,-369.20478,369.20478,0.22777655,0.64056066
0.0100971,0.538512,3499.0544,-366.94173,366.94173,0.2276486,0.64169683
0.0101143,0.53942933,3494.5891,-366.53807,366.53807,0.22760847,0.64191297
0.0101314,0.54034133,3495.8414,-366.70717,366.70717,0.22758504,0.64185233
0.0101486,0.54125867,3497.8113,-366.97729,366.97729,0.22754568,0.64175698
0.0101657,0.54217067,3498.528,-367.12989,367.12989,0.2274977,0.6417223
0.0101829,0.543088,3497.6141,-367.13744,367.13744,0.22743359,0.64176652
0.0102,0.544,3495.3068,-366.99871,366.99871,0.22736947,0.64187822
0.0102171,0.544912,3492.6258,-366.81109,366.81109,0.22731128,0.64200809
0.0102343,0.54582933,3489.6455,-366.60519,366.60519,0.22724487,0.64215256
0.0102514,0.54674133,3486.4495,-366.38794,366.38794,0.22717137,0.64230762
0.0102686,0.54765867,3483.2717,-366.18093,366.18093,0.22709262,0.64246192
0.0102857,0.54857067,3480.0122,-365.96833,365.96833,0.22701192,0.64262033
0.0103029,0.549488,3476.3988,-365.71544,365.71544,0.22693302,0.64279609
0.01032,0.5504,3472.5747,-365.45447,365.45447,0.22684527,0.64298228
0.0103371,0.551312,3468.7426,-365.18997,365.18997,0.22675905,0.64316905
0.0103543,0.55222933,3464.7854,-364.91277,364.91277,0.22667241,0.64336212
0.0103714,0.55314133,3460.4879,-364.60175,364.60175,0.22658438,0.64357202
0.0103886,0.55405867,3455.9587,-364.2559,364.2559,0.22650268,0.64379348
0.0104057,0.55497067,3451.3356,-363.89386,363.89386,0.22642473,0.64401982
0.0104229,0.555888,3446.7682,-363.53203,363.53203,0.22635015,0.6442437
0.01044,0.5568,3442.1639,-363.17472,363.17472,0.22627018,0.64446966
0.0104571,0.557712,3437.6,-362.84348,362.84348,0.22617646,0.64469392
0.0104743,0.55862933,3433.3032,-362.55773,362.55773,0.22607179,0.64490529
0.0104914,0.55954133,3429.0485,-362.27827,362.27827,0.22596581,0.64511484
0.0105086,0.56045867,3424.6528,-361.98112,361.98112,0.2258614,0.64533157
0.0105257,0.56137067,3420.2691,-361.6929,361.6929,0.22575204,0.64554797
0.0105429,0.562288,3415.8686,-361.40017,361.40017,0.22564421,0.64576545
0.01056,0.5632,3411.4382,-361.10574,361.10574,0.22553529,0.64598466
0.0105771,0.564112,3406.97,-360.81651,360.81651,0.22542045,0.64620601
0.0105943,0.56502933,3402.4568,-360.52037,360.52037,0.22530675,0.64642985
0.0106114,0.56594133,3397.8696,-360.20883,360.20883,0.22519759,0.64665765
0.0106286,0.56685867,3392.9881,-359.85677,359.85677,0.22509407,0.64690036
0.0106457,0.56777067,3388.0579,-359.47932,359.47932,0.225003,0.64714581
0.0106629,0.568688,3383.3621,-359.11939,359.11939,0.22491635,0.6473799
0.01068,0.5696,3378.5766,-358.75786,358.75786,0.22482455,0.64761876
0.0106971,0.570512,3373.6845,-358.39154,358.39154,0.22472848,0.64786326
0.0107143,0.57142933,3368.8051,-358.04155,358.04155,0.22462281,0.64810745
0.0107314,0.57234133,3363.7978,-357.68995,357.68995,0.2245094,0.64835837
0.0107486,0.57325867,3358.6728,-357.32545,357.32545,0.22439601,0.64861554
0.0107657,0.57417067,3353.8761,-356.99543,356.99543,0.22428268,0.64885655
0.0107829,0.575088,3349.2467,-356.6829,356.6829,0.22416935,0.64908946
0.0108,0.576,3344.4465,-356.36688,356.36688,0.22404658,0.64933127
0.0108171,0.576912,3339.7672,-356.07288,356.07288,0.22391783,0.64956729
0.0108343,0.57782933,3335.2912,-355.8128,355.8128,0.22378119,0.64979333
0.0108514,0.57874133,3330.8654,-355.55069,355.55069,0.22364899,0.65001711
0.0108686,0.57965867,3326.0748,-355.24684,355.24684,0.22351835,0.65025963
0.0108857,0.58057067,3321.0623,-354.90516,354.90516,0.22339637,0.65051373
0.0109029,0.581488,3315.9969,-354.53616,354.53616,0.22328779,0.65077086
0.01092,0.5824,3310.7314,-354.13712,354.13712,0.22318443,0.65103852
0.0109371,0.583312,3305.1549,-353.69474,353.69474,0.22308718,0.65132242
0.0109543,0.58422933,3299.5113,-353.25114,353.25114,0.22298592,0.65161016
0.0109714,0.58514133,3293.6429,-352.78357,352.78357,0.22288434,0.65190984
0.0109886,0.58605867,3287.7558,-352.326,352.326,0.22277489,0.65221096
0.0110057,0.58697067,3281.8838,-351.87243,351.87243,0.22266367,0.65251178
0.0110229,0.587888,3275.8049,-351.39552,351.39552,0.22255287,0.65282372
0.01104,0.5888,3270.0163,-350.94091,350.94091,0.22244739,0.65312125
0.0110571,0.589712,3264.3081,-350.4902,350.4902,0.22234464,0.6534151
0.0110743,0.59062933,3258.8495,-350.0512,350.0512,0.22225121,0.65369654
0.0110914,0.59154133,3253.5312,-349.62739,349.62739,0.22215747,0.65397115
0.0111086,0.59245867,3248.5212,-349.22898,349.22898,0.22206843,0.65423021
0.0111257,0.59337067,3243.3436,-348.82218,348.82218,0.22197305,0.65449831
0.0111429,0.594288,3238.1702,-348.41047,348.41047,0.22188087,0.65476658
0.01116,0.5952,3232.928,-348.00035,348.00035,0.22178274,0.6550388
0.0111771,0.596112,3227.5244,-347.59231,347.59231,0.22167196,0.65531982
0.0111943,0.59702933,3221.8472,-347.13747,347.13747,0.22157198,0.65561553
0.0112114,0.59794133,3216.1233,-346.67549,346.67549,0.22147308,0.65591414
0.0112286,0.59885867,3210.2276,-346.18829,346.18829,0.2213782,0.6562222
0.0112457,0.59977067,3204.0662,-345.66356,345.66356,0.22128871,0.6565447
0.0112629,0.600688,3197.9106,-345.13538,345.13538,0.22120158,0.65686743
0.01128,0.6016,3191.736,-344.60192,344.60192,0.22111625,0.65719172
0.0112971,0.602512,3185.8719,-344.09888,344.09888,0.22103266,0.65750023
0.0113143,0.60342933,3180.1104,-343.60995,343.60995,0.22094687,0.65780383
0.0113314,0.60434133,3174.4842,-343.14225,343.14225,0.22085659,0.65810077
0.0113486,0.60525867,3169.1433,-342.69387,342.69387,0.2207735,0.65838308
0.0113657,0.60617067,3163.4908,-342.21748,342.21748,0.2206865,0.65868234
0.0113829,0.607088,3157.5274,-341.71477,341.71477,0.22059454,0.65899856
0.0114,0.608,3151.3684,-341.18586,341.18586,0.22050556,0.65932571
0.0114171,0.608912,3145.0075,-340.63164,340.63164,0.22041852,0.65966418
0.0114343,0.60982933,3138.2995,-340.0311,340.0311,0.22033685,0.66002178
0.0114514,0.61074133,3131.3562,-339.3939,339.3939,0.22026212,0.66039265
0.0114686,0.61165867,3124.9138,-338.79999,338.79999,0.22019429,0.6607374
0.0114857,0.61257067,3118.4518,-338.22368,338.22368,0.22011337,0.66108384
0.0115029,0.613488,3111.9713,-337.64925,337.64925,0.22002963,0.66143191
0.01152,0.6144,3105.33,-337.06791,337.06791,0.21993874,0.66178928
0.0115371,0.615312,3098.6379,-336.47794,336.47794,0.21984957,0.66215007
0.0115543,0.61622933,3091.971,-335.88755,335.88755,0.21976214,0.66251018
0.0115714,0.61714133,3085.5435,-335.31925,335.31925,0.21967699,0.66285801
0.0115886,0.61805867,3079.2053,-334.75621,334.75621,0.21959447,0.66320163
0.0116057,0.61897067,3072.9544,-334.21524,334.21524,0.2195034,0.66354113
0.0116229,0.619888,3066.6501,-333.67766,333.67766,0.21940599,0.66388415
0.01164,0.6208,3060.7298,-333.16795,333.16795,0.21931744,0.66420684
0.0116571,0.621712,3055.0137,-332.66651,332.66651,0.21923782,0.66451892
0.0116743,0.62262933,3049.0359,-332.13135,332.13135,0.2191614,0.66484584
0.0116914,0.62354133,3042.9026,-331.59479,331.59479,0.21907446,0.66518185
0.0117086,0.62445867,3036.7353,-331.06231,331.06231,0.21898208,0.66552032
0.0117257,0.62537067,3030.78,-330.56152,330.56152,0.21888374,0.66584773
0.0117429,0.626288,3024.782,-330.05214,330.05214,0.21878771,0.66617805
0.01176,0.6272,3019.4864,-329.61906,329.61906,0.21869163,0.66647017
0.0117771,0.628112,3014.2321,-329.18205,329.18205,0.21860089,0.66676046
0.0117943,0.62902933,3008.7488,-328.7207,328.7207,0.21850948,0.66706387
0.0118114,0.62994133,3002.9977,-328.23908,328.23908,0.2184118,0.66738262
0.0118286,0.63085867,2997.1133,-327.74299,327.74299,0.21831377,0.66770931
0.0118457,0.63177067,2991.6597,-327.2977,327.2977,0.218213,0.66801258
0.0118629,0.632688,2986.425,-326.89112,326.89112,0.21810212,0.66830413
0.01188,0.6336,2981.2255,-326.50861,326.50861,0.21797745,0.66859417
0.0118971,0.634512,2976.591,-326.20809,326.20809,0.21783909,0.66885306
0.0119143,0.63542933,2972.4639,-325.99136,325.99136,0.21768169,0.6690839
0.0119314,0.63634133,2968.9166,-325.85557,325.85557,0.21751252,0.66928253
0.0119486,0.63725867,2965.1619,-325.69134,325.69134,0.21734697,0.669493
0.0119657,0.63817067,2960.8911,-325.46244,325.46244,0.21718656,0.66973269
0.0119829,0.639088,2956.4126,-325.20579,325.20579,0.2170292,0.66998436
0.012,0.64,2951.958,-324.98373,324.98373,0.21685026,0.67023501
0.0120171,0.640912,2947.1303,-324.65569,324.65569,0.21671437,0.67050703
0.0120343,0.64182933,2942.3224,-324.30397,324.30397,0.21659548,0.67077831
0.0120514,0.64274133,2936.9843,-323.84809,323.84809,0.21650687,0.67107997
0.0120686,0.64365867,2930.6783,-323.19324,323.19324,0.21647975,0.67143693
0.0120857,0.64457067,2924.2557,-322.48614,322.48614,0.21647896,0.67180118
0.0121029,0.645488,2918.2933,-321.83456,321.83456,0.21647496,0.67213994
0.01212,0.6464,2912.4975,-321.22343,321.22343,0.21645605,0.67246982
0.0121371,0.647312,2907.1197,-320.67872,320.67872,0.21642337,0.67277642
0.0121543,0.64822933,2901.8421,-320.14975,320.14975,0.21638742,0.67307778
0.0121714,0.64914133,2896.9067,-319.66581,319.66581,0.21634642,0.67336003
0.0121886,0.65005867,2892.0846,-319.20515,319.20515,0.21629799,0.6736362
0.0122057,0.65097067,2887.5617,-318.78025,318.78025,0.21624758,0.67389559
0.0122229,0.651888,2882.5778,-318.28716,318.28716,0.21620877,0.67418183
0.01224,0.6528,2877.6406,-317.80216,317.80216,0.21616785,0.67446582
0.0122571,0.653712,2873.2454,-317.37751,317.37751,0.21612647,0.67471898
0.0122743,0.65462933,2869.0523,-316.9533,316.9533,0.21609991,0.6749608
0.0122914,0.65554133,2864.289,-316.43963,316.43963,0.21609134,0.67523589
0.0123086,0.65645867,2859.631,-315.9527,315.9527,0.21607241,0.67550527
0.0123257,0.65737067,2855.5536,-315.51981,315.51981,0.21606034,0.67574139
0.0123429,0.658288,2851.5045,-315.08321,315.08321,0.21605295,0.67597615
0.01236,0.6592,2847.483,-314.65209,314.65209,0.21604385,0.6762096
0.0123771,0.660112,2843.6199,-314.24842,314.24842,0.21602789,0.67643412
0.0123943,0.66102933,2840.228,-313.94118,313.94118,0.21598138,0.67663147
0.0124114,0.66194133,2836.8824,-313.66498,313.66498,0.21591692,0.67682633
0.0124286,0.66285867,2833.6562,-313.43237,313.43237,0.21583144,0.67701441
0.0124457,0.66377067,2830.3788,-313.20027,313.20027,0.21574157,0.67720567
0.0124629,0.664688,2827.2679,-312.99059,312.99059,0.21564881,0.67738739
0.01248,0.6656,2824.3346,-312.8001,312.8001,0.21555627,0.67755889
0.0124971,0.666512,2821.3508,-312.61482,312.61482,0.21545616,0.6777335
0.0125143,0.66742933,2818.1923,-312.39633,312.39633,0.21536547,0.67791851
0.0125314,0.66834133,2814.9877,-312.14702,312.14702,0.2152924,0.6781064
0.0125486,0.66925867,2811.1936,-311.77826,311.77826,0.21525652,0.67832909
0.0125657,0.67017067,2807.0252,-311.3135,311.3135,0.21525822,0.67857404
0.0125829,0.671088,2802.6427,-310.80814,310.80814,0.21527161,0.67883191
0.0126,0.672,2798.3787,-310.30874,310.30874,0.21529,0.67908314
0.0126171,0.672912,2794.3692,-309.83878,309.83878,0.21530762,0.67931967
0.0126343,0.67382933,2790.3904,-309.37048,309.37048,0.21532651,0.67955468
0.0126514,0.67474133,2786.9091,-309.05203,309.05203,0.21527946,0.67976053
0.0126686,0.67565867,2784.2468,-308.86005,308.86005,0.21520749,0.67991811
0.0126857,0.67657067,2782.0535,-308.75929,308.75929,0.21510813,0.68004802
0.0127029,0.677488,2779.6727,-308.62072,308.62072,0.21502056,0.68018914
0.01272,0.6784,2777.0855,-308.44264,308.44264,0.21494445,0.68034261
0.0127371,0.679312,2774.4219,-308.23417,308.23417,0.21488352,0.68050074
0.0127543,0.68022933,2771.7278,-308.00792,308.00792,0.21483255,0.68066081
0.0127714,0.68114133,2769.1652,-307.78926,307.78926,0.21478641,0.68081319
0.0127886,0.68205867,2767.0872,-307.62591,307.62591,0.2147392,0.68093684
0.0128057,0.68297067,2764.893,-307.456,307.456,0.2146875,0.68106749
0.0128229,0.683888,2762.6498,-307.27386,307.27386,0.21464047,0.68120115
0.01284,0.6848,2760.5109,-307.11004,307.11004,0.2145887,0.68132869
0.0128571,0.685712,2758.6627,-306.97188,306.97188,0.21454154,0.68143895
0.0128743,0.68662933,2756.1363,-306.74076,306.74076,0.21450656,0.68158979
0.0128914,0.68754133,2753.3691,-306.45514,306.45514,0.21449092,0.68175512
0.0129086,0.68845867,2750.389,-306.12772,306.12772,0.21448793,0.68193335
0.0129257,0.68937067,2747.7197,-305.83286,305.83286,0.21448636,0.68209312
0.0129429,0.690288,2745.189,-305.57085,305.57085,0.21447255,0.68224472
0.01296,0.6912,2742.6526,-305.33815,305.33815,0.21443769,0.68239678
0.0129771,0.692112,2740.3745,-305.14626,305.14626,0.21439431,0.68253346
0.0129943,0.69302933,2738.0886,-304.95766,304.95766,0.21434796,0.68267069
0.0130114,0.69394133,2735.8987,-304.76581,304.76581,0.21431135,0.68280226
